15|拔刀功|5|刀法|0|基础|4294967295|江湖|5.0|10.0|0-0|刀法+1|1||暴击+4%|三连剑影小|0.0,14.0,0.0,0.0,0.0,0.0|0.0,10.0,0.0,0.0,0.0,0.0|刀|0|体质2,刀法1,内力0.1|拔刀，劈刀，收刀，只此最简单的动作，却是一切刀法之基|1-2
16|劈柴刀法|5|刀法|0|基础|4294967295|江湖|3.0|9.0|0-0|刀法+1|1||蓄力+6%|穿刺_土叶, 叶轮|0.0,0.0,0.0,0.0,0.0,18.0|0.0,0.0,0.0,0.0,0.0,6.0|刀|0|力道2,刀法2,内力0.2|农家劈砍柴火之刀法|1-3
17|禁军刀术|5|刀法|0|基础|4294967295|江湖|4.0|12.0|0-0|力道+1|1|||劈砍_蓝|0.0,0.0,0.0,0.0,18.0,0.0|0.0,0.0,0.0,0.0,2.0,0.0|刀|0|刀法2|军中流传的基础刀法|1-2
18|太祖棍法|6|长兵|0|基础|4294967295|江湖|5.0|10.0|1-1|长兵+1|1||连击+4%|打击5|15.0,0.0,0.0,0.0,0.0,0.0|10.0,0.0,0.0,0.0,0.0,0.0|长兵|0|意志2,长兵1,内力0.1|相传本朝太祖所创的基础棍法|
19|猎户叉功|6|长兵|0|基础|4294967295|江湖|3.0|8.0|0-0|长兵+1|1||外伤+6%|劈砍_裂地|0.0,16.0,0.0,0.0,0.0,0.0|0.0,10.0,0.0,0.0,0.0,0.0|长兵|0|体质2,长兵2,内力0.2|猎户常用的铁叉招式|1-3
20|禁军枪术|6|长兵|0|基础|4294967295|江湖|4.0|12.0|0-0|体质+1|1|||穿刺_灰黄|0.0,0.0,16.0,0.0,0.0,0.0|0.0,0.0,4.0,0.0,0.0,0.0|长兵|0|长兵2|军中流传的基础枪法|2-3
21|三路鞭法|7|奇门|0|基础|4294967295|江湖|5.0|10.0|1-1|奇门+1|1||震脑+4%|乱刃|14.0,0.0,0.0,0.0,0.0,0.0|6.0,0.0,0.0,0.0,0.0,0.0|鞭|0|智力2,奇门1,内力0.1|分为上中下三路的基本鞭法|
22|伐木斧功|7|奇门|0|基础|4294967295|江湖|3.0|11.0|1-1|奇门+1|1||压制+4%|劈砍_灰, 叶轮|0.0,0.0,0.0,0.0,0.0,15.0|0.0,0.0,0.0,0.0,0.0,10.0|刀|0|意志2,奇门2|据说此功法砍伐木材时省力异常|0-1
23|禁军钩术|7|奇门|0|基础|4294967295|江湖|4.0|9.0|0-0|意志+1|1||拉近+200%|劈砍_白|0.0,0.0,0.0,0.0,13.0,0.0|0.0,0.0,0.0,0.0,12.0,0.0|对刺|0|奇门2|军中流传的基础钩法|2-3
24|飞镖要诀|8|射术|0|基础|4294967295|江湖|5.0|10.0|2-3|射术+1|1||流血+4%|三连劈砍|0.0,0.0,0.0,20.0,0.0,0.0|0.0,0.0,0.0,3.0,0.0,0.0||0|灵巧2,射术1,内力0.1|一门使用飞镖的基础手法|
25|飞针要诀|8|射术|0|基础|4294967295|江湖|3.0|7.0|3-5|射术+1|1||目盲+6%|劈砍_多重小|0.0,20.0,0.0,0.0,0.0,0.0|0.0,3.0,0.0,0.0,0.0,0.0||0|智力2,射术2,内力0.2|一门使用飞针的基础手法|
26|飞刀要诀|8|射术|0|基础|4294967295|江湖|4.0|12.0|1-2|智力+1|1|||劈砍|0.0,0.0,20.0,0.0,0.0,0.0|0.0,0.0,3.0,0.0,0.0,0.0||0|射术2|一门使用飞刀的基础手法|
27|开声贯气法|0|内功|1|进阶|4294967295|江湖|0.0|0.0|0-0|内功+1, 力道+1|2|生命上限+40, 内力上限+80, 内功+6, 力道+6, 命中+0||真气喷||||0||固气培元，放劲发人，从而增强内息强度之基础内功功法|
28|气守丹田法|0|内功|1|进阶|4294967295|江湖|0.0|0.0|0-0|内功+1, 经脉+1|2|内力上限+160, 内功+6, 经脉+6, 回内+0||真气喷||||0||气沉丹田，炼精化气，从而加速经脉流转之基础内功功法|
29|舒筋通络法|0|内功|1|进阶|4294967295|江湖|0.0|0.0|0-0|内功+1, 灵巧+1|2|生命上限+30, 内力上限+100, 内功+6, 灵巧+6, 回血+0||真气喷||||0||将内劲灌入经络之中，从而舒展通畅筋骨的基础内功功法|
30|四段功法|0|内功|1|进阶|4294967295|江湖|0.0|0.0|0-0|内功+1, 智力+1|2|生命上限+40, 内力上限+80, 内功+6, 意志+3, 智力+3, 减伤+3||真气喷||||0||源于少林的内家功法，分为四段，其法至简而其理颇深|
31|玉带诀|0|内功|1|进阶|4294967295|江湖|0.0|0.0|0-0|力道+1, 意志+1|2|生命上限+20, 内力上限+120, 内功+6, 力道+3, 意志+3, 伤害+0||真气喷||||0||以双臂抱树不断运力拔持的奇特功法，功成者一发力便可将树木连根拔起|
32|五指点石功|0|内功|1|进阶|4294967295|江湖|0.0|0.0|0-0|内功+1, 体质+1|2|生命上限+60, 内力上限+40, 内功+6, 体质+6, 外伤+0||真气喷||||0||将内劲运于指尖，于石面点指修炼的功法|
33|排打硬功|0|内功|1|进阶|4294967295|江湖|0.0|0.0|0-0|内功+1, 体质+1|2|生命上限+80, 内功+6, 体质+6, 护甲+3||真气喷||||0||用击扑之法，使筋肉坚实，乃是入门必修之硬气功法|
34|鞭气劲|0|内功|1|进阶|4294967295|江湖|0.0|0.0|0-0|灵巧+1, 智力+1|2|生命上限+70, 内力上限+20, 内功+6, 灵巧+3, 智力+3, 连击+0||真气喷||||0||将周身力道如鞭子般连续甩出的功法，需要一定的巧劲运用|
35|实腹鼓气功|0|内功|1|进阶|4294967295|江湖|0.0|0.0|0-0|内功+1, 经脉+1|2|生命上限+10, 内力上限+140, 内功+6, 经脉+6, 速度+0||真气喷||||0||将内劲在腹部循环，气鼓如吹豕之法，可增强经脉运行之效率|
36|热炎功|0|内功|1|进阶|4294967295|江湖|0.0|0.0|0-0|内功+1, 意志+1|2|生命上限+50, 内力上限+60, 内功+6, 意志+6, 灼烧+0||真气喷||||0||修习时周身发热，如置身火窖之中，非意志坚定者难以修炼|
37|草上飞|1|轻功|1|进阶|4294967295|江湖|0.0|0.0|0-2|轻功+1, 灵巧+1|2|轻功+6, 灵巧+6, 速度+0||紫圈||||0||身轻体快的奔跑之法，其名有夸大之嫌|
38|泥潭功|1|轻功|1|进阶|4294967295|江湖|0.0|0.0|0-2|体质+1, 意志+1|2|轻功+3, 体质+3, 意志+6, 卸力+0||紫圈||||0||在粘稠至极的泥潭之中练习的步法，对体质与毅力均有锤炼之功效|
39|走壁功|1|轻功|1|进阶|4294967295|江湖|0.0|0.0|0-2|轻功+1, 经脉+1|2|轻功+6, 灵巧+3, 经脉+3, 神行+0||紫圈||||0||修习者借由巧劲与内功，可在光滑墙壁上踏行数丈远，因而得名|
40|鲤鱼跃龙门|1|轻功|1|进阶|4294967295|江湖|0.0|0.0|0-2|轻功+1, 力道+1|2|轻功+6, 力道+3, 灵巧+3, 蓄力+0||紫圈||||0||着重修炼跳跃能力的功法，使用者身形腾空，如同鲤鱼飞跃|
41|一线穿|1|轻功|1|进阶|4294967295|江湖|0.0|0.0|0-2|轻功+1, 经脉+1|2|轻功+6, 经脉+6, 轻灵+0||紫圈||||0||修炼者可在绳索乃至极细的丝线上行走，乃是杂耍之人流传的把式|
42|雁回旋|1|轻功|1|进阶|4294967295|江湖|0.0|0.0|0-2|轻功+1, 智力+1|2|轻功+6, 灵巧+3, 智力+3, 飘逸+0||紫圈||||0||使用此步法者身形飞舞，能够如大雁般在空中回旋，少顷才缓缓落下|
43|跑铁索|1|轻功|1|进阶|4294967295|江湖|0.0|0.0|0-2|轻功+1, 意志+1|2|体力上限+20, 轻功+6, 意志+4, 体质+4||紫圈||||0||在铁索之上穿行跳跃，如履平地的轻功法门|
44|穿帘步|1|轻功|1|进阶|4294967295|江湖|0.0|0.0|0-2|轻功+1, 灵巧+1|2|轻功+3, 灵巧+9, 蓄力+0||紫圈||||0||一套讲求平身横窜的功法，有如飞燕穿帘之势|
45|缸沿功|1|轻功|1|进阶|4294967295|江湖|0.0|0.0|0-2|轻功+1, 灵巧+1|2|轻功+6, 灵巧+3, 意志+3, 命中+0||紫圈||||0||在错落排列的缸沿之上横移纵跳，日夜苦练方能修炼而成的步法|
46|铁球滚|1|轻功|1|进阶|4294967295|江湖|0.0|0.0|0-2|轻功+1, 力道+1|2|轻功+3, 力道+3, 智力+3, 体质+3, 回体+1||紫圈||||0||一套注重力道运用的轻功法门，需要推动数百斤重的石球或铁球行走，奔跑，乃至上下坡|
47|开碑劲|2|绝技|1|进阶|4294967295|江湖|0.0|0.0|0-0|绝技+1, 力道+1|2|绝技+6, 力道+3, 经脉+3, 暴击+0||护盾||||0||将全身气劲运于手臂使出，势不可挡，功力高强者甚至能开碑碎石|
48|龟甲功|2|绝技|1|进阶|4294967295|江湖|0.0|0.0|0-0|绝技+1, 体质+1|2|绝技+4, 体质+4, 护甲+2, 减伤+3||护盾||||0||将全身力道绷紧，用以抵抗乃至反弹来袭的攻势，因蓄力时身形弯曲如龟壳而闻名|
49|石锁功|2|绝技|1|进阶|4294967295|江湖|0.0|0.0|0-0|力道+1, 体质+1|2|绝技+6, 力道+6, 体质+6||护盾||||0||将数十斤的石锁折腕上举，或向旁平提，进而练习翻接盘腰等法，可以大大增加修习者的力道与体质|
50|拔山功|2|绝技|1|进阶|4294967295|江湖|0.0|0.0|0-0|绝技+1, 力道+1|2|绝技+3, 力道+9, 伤害+0||护盾||||0||将丈许木桩埋入地下，每日用三指紧扣并尽力上提。功成者手腕饱含阴柔之劲，可伤敌于毫厘之间|
51|倒踢腿|2|绝技|1|进阶|4294967295|江湖|0.0|0.0|0-0|绝技+1, 轻功+1|2|绝技+3, 轻功+3, 灵巧+6, 反击+0||护盾||||0||此功法脱胎于卖艺把式，以脚掌发力，向后上方快速倒踢，腿脚之间结成环形，令人眼花缭乱|
52|柔身术|2|绝技|1|进阶|4294967295|江湖|0.0|0.0|0-0|绝技+1, 灵巧+1|2|绝技+4, 灵巧+4, 意志+4, 闪避+0||护盾||||0||着重于锻炼身体柔坚韧的功法，练成者的关节与肢体能以极大的幅度弯曲摆动|
53|拔钉功|2|绝技|1|进阶|4294967295|江湖|0.0|0.0|0-0|绝技+1, 意志+1|2|绝技+4, 力道+4, 意志+4, 压制+0||护盾||||0||修炼此功法需用三指拔出钉入木板的一百单八枚铁钉。练成者三指抓出，便似有千斤之力|
54|闪战法|2|绝技|1|进阶|4294967295|江湖|0.0|0.0|0-0|灵巧+1, 智力+1|2|绝技+4, 灵巧+4, 智力+4, 命中+0||护盾||||0||专供练习闪转腾挪的功法，又练习心眼和拳脚的灵敏度，是武林人士经常练习的一门绝技|
55|铁牛犁地|2|绝技|1|进阶|4294967295|江湖|0.0|0.0|0-0|绝技+1, 体质+1|2|生命上限+12, 绝技+6, 体质+6||护盾||||0||起源于农家的强身健体之功法，修习者身形拉伸起伏，如同黄牛犁地|
56|乱弹琵琶|2|绝技|1|进阶|4294967295|江湖|0.0|0.0|0-0|智力+1, 经脉+1|2|绝技+3, 智力+6, 经脉+3, 负面加成+0||护盾||||0||四指并用陆续弹击，有如音乐家弹琵琶之指法，可令使用者的外功招式更加变幻莫测|
57|八卦掌法|3|拳掌|1|进阶|4294967295|江湖|11.0|12.0|1-1|拳掌+1, 经脉+1|2||命中+6%|打击, 八卦爆|0.0,17.0,0.0,0.0,0.0,0.0|0.0,11.0,0.0,0.0,0.0,0.0|拳|0|经脉1,拳掌2,内力0.1|八卦门成名掌法，掌势暗含八卦之理，在江湖中也多有流传|
58|通臂拳|3|拳掌|1|进阶|4294967295|江湖|9.0|10.0|0-0|拳掌+1, 力道+1|2||伤害+6%|打击4|0.0,0.0,15.0,0.0,0.0,0.0|0.0,0.0,13.0,0.0,0.0,0.0|拳|0|力道2,拳掌2,内力0.2|以“两臂相通”的通臂劲而著称的一套拳法，力道由肩发出，通过手肘至拳上，以成通臂之势|1-2
59|燕青拳|3|拳掌|1|进阶|4294967295|江湖|10.0|13.0|1-1|拳掌+1, 灵巧+1|2|||打击2|17.0,0.0,0.0,0.0,0.0,0.0|11.0,0.0,0.0,0.0,0.0,0.0|拳|0|力道1,灵巧1,拳掌2|相传由燕青所创，快慢结合，灵活多变，是一套江湖人士常用的拳法|
60|野狐拳|3|拳掌|1|进阶|4294967295|江湖|8.0|8.0|1-1|拳掌+1, 智力+1|2||断腕+10%|爪痕|0.0,0.0,0.0,0.0,15.0,0.0|0.0,0.0,0.0,0.0,13.0,0.0|拳|0|智力1,拳掌2,内力0.1|长白山人观察野狐缠斗猎犬而悟出的拳法，招式多为虚招，意在智取而非力胜|
61|螳螂拳|3|拳掌|1|进阶|4294967295|江湖|10.0|12.0|1-2|拳掌+1, 灵巧+1|2||虚弱+6%|乱斩|20.0,0.0,0.0,0.0,0.0,0.0|8.0,0.0,0.0,0.0,0.0,0.0|拳|0|灵巧1,拳掌2,内力0.1|此拳法手型独特，如螳螂前爪般勾起，招式灵活迅速，讲求以螳螂捕蝉之势制敌|
62|八极拳|3|拳掌|1|进阶|4294967295|江湖|9.0|12.0|1-1|拳掌+1, 体质+1|2||活血+6%|打击3|0.0,0.0,0.0,18.0,0.0,0.0|0.0,0.0,0.0,10.0,0.0,0.0|拳|0|体质1,拳掌2,内力0.1|短打拳法，其动作刚猛，招式朴实无华但发力迅速。由体质刚健者使出，威力更大|
63|赤尻连拳|3|拳掌|1|进阶|4294967295|江湖|8.0|13.0|1-1|拳掌+1, 灵巧+1|2||连绵+2%|旋叶, 三连打击|0.0,0.0,0.0,0.0,17.0,0.0|0.0,0.0,0.0,0.0,11.0,0.0|拳|0|拳掌3|以猴拳为基础，讲求近身缠斗的小擒拿手法，很适合内力根基薄弱者使用|
64|连环掌法|3|拳掌|1|进阶|4294967295|江湖|10.0|12.0|1-1|拳掌+1, 意志+1|2||连击+6%|战轮|0.0,15.0,0.0,0.0,0.0,0.0|0.0,13.0,0.0,0.0,0.0,0.0|拳|0|意志1,拳掌2,内力0.1|一套注重防守与寻找敌人破绽的掌法，掌势自如收发，连绵不绝|
65|岳家拳|3|拳掌|1|进阶|4294967295|江湖|9.0|14.0|1-1|拳掌+1, 力道+1|2||眩晕+2%|打击5|0.0,0.0,20.0,0.0,0.0,0.0|0.0,0.0,5.0,0.0,0.0,0.0|拳|0|拳掌2|用于军中练兵作战的拳法，招式刚猛且对内功的要求很低|
66|形意拳|3|拳掌|1|进阶|4294967295|江湖|8.0|10.0|0-0|拳掌+1, 经脉+1|2||蓄力+6%|打击6, 叶轮|0.0,0.0,0.0,16.0,0.0,0.0|0.0,0.0,0.0,12.0,0.0,0.0|拳|0|经脉2,拳掌2,内力0.2|武林人士常用拳法，招式简洁朴实，严密紧凑，资质较低者也能顺利修习|1-2
67|八卦剑法|4|剑法|1|进阶|4294967295|江湖|10.0|12.0|0-0|剑法+1, 智力+1|2||命中+6%|三连劈砍, 八卦爆|0.0,0.0,0.0,0.0,16.0,0.0|0.0,0.0,0.0,0.0,12.0,0.0|剑|0|智力1,剑法2,内力0.1|八卦门成名剑法，剑势暗含八卦之理，在江湖中也多有流传|1-2
68|连环剑法|4|剑法|1|进阶|4294967295|江湖|11.0|13.0|1-2|剑法+1, 经脉+1|2||连击+4%|旋风|0.0,0.0,0.0,18.0,0.0,0.0|0.0,0.0,0.0,8.0,0.0,0.0|剑|0|剑法2,内力0.1|一套注重防守与寻找敌人破绽的剑法，剑势自如收发，连绵不绝|
69|雷震剑法|4|剑法|1|进阶|4294967295|江湖|13.0|14.0|0-0|剑法+1, 经脉+1|2||雷电+2%|闪电|0.0,20.0,0.0,0.0,0.0,0.0|0.0,6.0,0.0,0.0,0.0,0.0|剑|0|经脉2,剑法2,内力0.2|将内劲运于剑锋之上，一剑刺出犹如雷霆之势|1-2
70|白马剑法|4|剑法|1|进阶|4294967295|江湖|10.0|12.0|0-0|剑法+1, 力道+1|2||伤害+6%|气流|0.0,0.0,0.0,0.0,0.0,18.0|0.0,0.0,0.0,0.0,0.0,10.0|剑|0|力道1,剑法2,内力0.1|攻守兼备的剑法，使用者如同白马般纵横驰骋，力道非凡|1-3
71|云雾剑法|4|剑法|1|进阶|4294967295|江湖|8.0|10.0|1-1|剑法+1, 灵巧+1|2||迟缓+8%|魔雾, 劈砍_多重|0.0,0.0,16.0,0.0,0.0,0.0|0.0,0.0,12.0,0.0,0.0,0.0|剑|0|剑法3|这套剑招灵巧绵密，如同云雾般无孔不入，无处不在，不需内功基础便能发挥效力|
72|无量剑法|4|剑法|1|进阶|4294967295|江湖|10.0|12.0|1-2|剑法+1, 经脉+1|2||通脉+6%|战轮|16.0,0.0,0.0,0.0,0.0,0.0|12.0,0.0,0.0,0.0,0.0,0.0|剑|0|经脉1,剑法2,内力0.1|注重内功修为之剑法，其内劲收发方式繁多且可以自由组合，因此得“无量”之名|
73|迅剑诀|4|剑法|1|进阶|4294967295|江湖|11.0|12.0|0-0|剑法+1, 轻功+1|2||急速+6%|快刃|0.0,18.0,0.0,0.0,0.0,0.0|0.0,10.0,0.0,0.0,0.0,0.0|剑|0|灵巧1,轻功2,剑法1|以攻势迅捷而闻名，若使用者轻功高强，则能发挥出更大威力|1-3
74|闪剑|4|剑法|1|进阶|4294967295|江湖|9.0|10.0|0-0|剑法+1, 灵巧+1|2||破招+6%|闪光|0.0,0.0,0.0,20.0,0.0,0.0|0.0,0.0,0.0,8.0,0.0,0.0|剑|0|灵巧3,轻功1,剑法1|追求极高出剑速度的剑法，其势若闪电，一去不返，但也因此导致防御薄弱|1-4
75|开阖剑术|4|剑法|1|进阶|4294967295|江湖|11.0|12.0|1-1|剑法+1, 体质+1|2||外伤+6%|圆斩电|19.0,0.0,0.0,0.0,0.0,0.0|9.0,0.0,0.0,0.0,0.0,0.0|剑|0|体质1,剑法2,内力0.1|这套剑法起源于行伍，大开大阖，势大力沉，非身强体壮者难以发挥其威力|
76|迎风剑法|4|剑法|1|进阶|4294967295|江湖|9.0|12.0|0-0|剑法+1, 意志+1|2||不屈+6%|劈砍_灰|0.0,0.0,0.0,0.0,16.0,0.0|0.0,0.0,0.0,0.0,12.0,0.0|剑|0|意志1,剑法2,内力0.1|相传是高人迎狂风舞剑时领悟的剑法，其招式动静结合，攻守兼备|1-2
77|八卦刀法|5|刀法|1|进阶|4294967295|江湖|12.0|14.0|0-0|刀法+1, 力道+1|2||命中+2%|劈砍_黑白, 八卦爆|16.0,0.0,0.0,0.0,0.0,0.0|10.0,0.0,0.0,0.0,0.0,0.0|刀|0|刀法2|八卦门成名刀法，刀势暗含八卦之理，在江湖中也多有流传|1-2
78|六合刀法|5|刀法|1|进阶|4294967295|江湖|10.0|14.0|0-0|刀法+1, 体质+1|2|||劈砍_黄|0.0,0.0,0.0,18.0,0.0,0.0|0.0,0.0,0.0,7.0,0.0,0.0|刀|0|体质1,刀法2|朴实无华，劲力浑厚，乃是一套实用性极强的江湖人士常用刀法|1-2
79|螳螂刀法|5|刀法|1|进阶|4294967295|江湖|9.0|12.0|1-1|刀法+1, 体质+1|2||暴击+6%|火轮|0.0,20.0,0.0,0.0,0.0,0.0|0.0,9.0,0.0,0.0,0.0,0.0|刀|0|灵巧2,体质1,刀法1|使用者需要反手持刀，势如螳螂，其招式诡谲难测，追求一招毙敌|
80|劈挂刀法|5|刀法|1|进阶|4294967295|江湖|10.0|11.0|1-2|刀法+1, 力道+1|2||压制+6%|劈砍_灰震地|0.0,0.0,19.0,0.0,0.0,0.0|0.0,0.0,11.0,0.0,0.0,0.0|刀|0|力道2,刀法2,内力0.1|据说脱胎于苗刀刀法之中，其招式大开大合，气势磅礴，颇有苗人剽悍之风|
81|铁门闩刀法|5|刀法|1|进阶|4294967295|江湖|9.0|10.0|1-1|刀法+1, 体质+1|2||霸体+8%|战轮|0.0,0.0,14.0,0.0,0.0,0.0|0.0,0.0,14.0,0.0,0.0,0.0|刀|0|体质2,刀法2,内力0.2|以防守胸腹为主的刀法，犹如一道铁门栓横于身前，令来袭者处处碰壁|
82|辛酉刀法|5|刀法|1|进阶|4294967295|江湖|10.0|12.0|0-0|力道+1, 智力+1|2||重碾+6%|劈砍_紫|18.0,0.0,0.0,0.0,0.0,0.0|10.0,0.0,0.0,0.0,0.0,0.0|刀|0|力道1,智力2,刀法1|需要双手握刀的刀法，以身催刀，刀随身转，使用者悟性越高，刀势越难于预料|1-2
83|雁行刀|5|刀法|1|进阶|4294967295|江湖|11.0|13.0|0-0|刀法+1, 灵巧+1|2||命中+6%|十字斩|0.0,16.0,0.0,0.0,0.0,0.0|0.0,12.0,0.0,0.0,0.0,0.0|刀|0|力道1,灵巧1,刀法2|注重刚柔并济之刀法，因其招式不疾不徐，横平竖直，观之有如雁行而闻名|2-2
84|地堂刀法|5|刀法|1|进阶|4294967295|江湖|9.0|11.0|1-1|刀法+1, 意志+1|2||不屈+6%|穿刺_灰黄|0.0,0.0,0.0,0.0,0.0,14.0|0.0,0.0,0.0,0.0,0.0,14.0|刀|0|灵巧1,意志2,刀法1|一套与各种地趟动作结合而成的下盘刀法，招式之间跌扑滚摔，虽然不甚雅观，实则攻守兼备|
85|青龙刀法|5|刀法|1|进阶|4294967295|江湖|11.0|12.0|0-0|刀法+1, 经脉+1|2||破甲+6%|蟠龙|0.0,18.0,0.0,0.0,0.0,0.0|0.0,12.0,0.0,0.0,0.0,0.0|刀|0|经脉1,刀法2,内力0.1|这套江湖人士常用刀法以攻击见长，刀势结合内劲长驱直入，如同青龙出海勇猛难当|1-2
86|南山刀法|5|刀法|1|进阶|4294967295|江湖|12.0|13.0|0-0|刀法+1, 经脉+1|2||横练+6%|劈砍_橙紫|0.0,0.0,0.0,0.0,0.0,15.0|0.0,0.0,0.0,0.0,0.0,13.0|刀|0|经脉2,刀法1,内力0.3|南山以寿闻名，这套刀法也恰巧稳重持正，以防守闻名。如由内功高强者使出，其威力亦不可小视|1-2
87|八卦棍法|6|长兵|1|进阶|4294967295|江湖|10.0|12.0|0-0|长兵+1, 经脉+1|2||命中+4%|八卦升, 三连打击|16.0,0.0,0.0,0.0,0.0,0.0|12.0,0.0,0.0,0.0,0.0,0.0|长兵|0|经脉1,长兵2,内力0.1|八卦门成名棍法，棍势暗含八卦之理，在江湖中也多有流传|2-3
88|罗家枪法|6|长兵|1|进阶|4294967295|江湖|11.0|14.0|0-0|长兵+1, 体质+1|2||活血+2%|乱斩|0.0,0.0,16.0,0.0,0.0,0.0|0.0,0.0,10.0,0.0,0.0,0.0|长兵|0|长兵2|罗家多用枪之高手，这是其家传的一套入门枪法，无需多少内力便能使出|1-2
89|灵猿棍法|6|长兵|1|进阶|4294967295|江湖|10.0|12.0|0-0|长兵+1, 灵巧+1|2||疲劳+6%|劈砍_白, 叶轮|0.0,0.0,0.0,0.0,17.0,0.0|0.0,0.0,0.0,0.0,11.0,0.0|长兵|0|灵巧1,长兵2,内力0.1|源于山间猿猴动作的棍法，使用者装如猿猴，左右横跳，棍招亦灵活多变，令敌人防不胜防|1-3
90|五郎棍法|6|长兵|1|进阶|4294967295|江湖|9.0|11.0|1-1|长兵+1, 意志+1|2|||旋棍, 旋风|0.0,0.0,0.0,0.0,0.0,15.0|0.0,0.0,0.0,0.0,0.0,13.0|长兵|0|意志2,长兵1|由行伍枪法演化而来的棍法，掩去枪法之锋芒，化为绵密之守势，使用长兵之人多有修习|
91|形意枪|6|长兵|1|进阶|4294967295|江湖|10.0|13.0|0-0|长兵+1, 意志+1|2||伤害+2%|爪痕|0.0,0.0,0.0,16.0,0.0,0.0|0.0,0.0,0.0,12.0,0.0,0.0|长兵|0|意志1,长兵2|武林人士常用枪法，招式简洁朴实，严密紧凑，资质较低者也能顺利修习|2-3
92|中平枪法|6|长兵|1|进阶|4294967295|江湖|9.0|12.0|0-0|力道+1, 意志+1|2||命中+6%|十字斩|0.0,17.0,0.0,0.0,0.0,0.0|0.0,11.0,0.0,0.0,0.0,0.0|长兵|0|力道2,意志1,长兵1|讲求顶平肩平脚平枪平“四平”之枪法，平直穿插，去势如箭，尽管招式简单，却又难以招架|1-3
